Ticker,Company Name,Industry
SAP,Sap Se,software-application
SAR,Saratoga Investment,asset management
SASR,Sandy Spring Bancorp,banks-regional
SATS,Echostar,communication equipment
SAVA,Cassava Sciences,biotechnology
SAVE,Spirit Airlines,airlines
SB,Safe Bulkers,marine shipping
SBAC,Sba Communications,reit-specialty
SBBP,Strongbridge Biopharma,biotechnology
SBCF,Seacoast Banking Corporation Of Florida,banks-regional
SBEA,Silverbox Engaged Merger I,shell companies
SBET,Sharplink Gaming,gambling
SBEV,Splash Beverage Group,beverages-brewers
SBFG,Sb Financial Group,banks-regional
SBGI,Sinclair Broadcast Group,broadcasting
SBH,Sally Beauty Holdings,specialty retail
SBII,Sandbridge X2,shell companies
SBLK,Star Bulk Carriers,marine shipping
SBNY,Signature Bank,banks-regional
SBOW,Silverbow Resources,oil & gas e&p
SBR,Sabine Royalty Trust,oil & gas e&p
SBRA,Sabra Health Care Reit,reit-healthcare facilities
SBS,Companhia De Saneamento Basico,utilities-regulated water
SBSI,Southside Bancshares,banks-regional
SBSW,Sibanye Stillwater,gold
SBT,Sterling Bancorp,banks-regional
SBTX,Silverback Therapeutics,biotechnology
SBUX,Starbucks,restaurants
SC,Santander Consumer Usa,credit services
SCAQ,Stratim Cloud Acquisition,shell companies
SCCO,Southern Copper,copper
SCHL,Scholastic,publishing
SCHN,Schnitzer Steel Industries,steel
SCHW,Charles Schwab,capital markets
SCI,Service Corporation International,personal services
SCKT,Socket Mobile,computer hardware
SCL,Stepan Company,specialty chemicals
SCLE,Broadscale Acquisition,shell companies
SCM,Stellus Capital Investment,asset management
SCOA,Scion Tech Growth I,shell companies
SCOB,Scion Tech Growth Ii,shell companies
SCOR,Comscore,internet content & information
SCPH,Scpharmaceuticals,biotechnology
SCPL,Sciplay,electronic gaming & multimedia
SCPS,Scopus Biopharma,biotechnology
SCR,Score Media & Gaming,electronic gaming & multimedia
SCS,Steelcase,business equipment & supplies
SCSC,Scansource,electronics & computer distribution
SCU,Sculptor Capital Management,asset management
SCVL,Shoe Carnival,apparel retail
SCVX,Scvx Corp.,shell companies
SCWX,Secureworks,software-infrastructure
SCX,L.S. Starrett Company,tools & accessories
SCYX,Scynexis,drug manufacturers-specialty & generic
SD,Sandridge Energy,oil & gas e&p
SDAC,Sustainable Development Acquisition I,shell companies
SDC,Smiledirectclub,medical devices
SDGR,Schrodinger,health information services
SDH,Global Internet Of People,consulting services
SDPI,Superior Drilling Products,oil & gas equipment & services
SE,Sea Limited,electronic gaming & multimedia
SEAC,Seachange International,software-application
SEAH,Sports Entertainment Acquisition,shell companies
SEAS,Seaworld Entertainment,leisure
SEB,Seaboard Corporation,conglomerates
SECO,Secoo Holding,internet retail
SEDG,Solaredge Technologies,solar
SEE,Sealed Air,packaging & containers
SEED,Origin Agritech,agricultural inputs
SEEL,Seelos Therapeutics,biotechnology
SEER,"Seer, Inc",biotechnology
SEIC,Sei Investments,asset management
SELB,Selecta Biosciences,biotechnology
SELF,Global Self Storage,reit-industrial
SEM,Select Medical Holdings,medical care facilities
SEMR,Semrush Holdings,software-application
SENEA,Seneca Foods,packaged foods
SENEB,Seneca Foods,packaged foods
SENS,Senseonics Holdings,diagnostics & research
SERA,Sera Prognostics,diagnostics & research
SESN,Sesen Bio,biotechnology
SF,Stifel Financial,capital markets
SFBC,Sound Financial Bancorp,banks-regional
SFBS,Servisfirst Bancshares,banks-regional
SFE,Safeguard Scientifics,asset management
SFET,Safe-T Group,software-infrastructure
SFIX,Stitch Fix,specialty retail
SFL,Sfl Corporation,marine shipping
SFM,Sprouts Farmers Markets,grocery stores
SFNC,Simmons First National,banks-regional
SFST,Southern First Bancshares,banks-regional
SFT,Shift Technologies,new car dealers
SFTW,Osprey Technology Acquisition,shell companies
SFUN,Fang Holdings,internet content & information
SGA,Saga Communications,broadcasting
SGAM,Seaport Global Acquisition,shell companies
SGBX,Sg Blocks,metal fabrication
SGC,Superior Group Of Companies,apparel manufacturing
SGEN,Seagen,biotechnology
SGFY,Signify Health,health information services
SGH,Smart Global Holdings,semiconductors
SGHT,Sight Sciences,medical devices
SGLB,Sigma Labs,information technology services
SGMA,Sigmatron International,electronic components
SGMO,Sangamo Therapeutics,biotechnology
SGMS,Scientific Games,gambling
SGOC,Sgoco Group,credit services
SGRP,Spar Group,specialty business services
SGRY,Surgery Partners,medical care facilities
SGTX,Sigilon Therapeutics,biotechnology
SGU,Star Group,oil & gas midstream
SHAC,Scp & Co Healthcare Acquisition,shell companies
SHAK,Shake Shack,restaurants
SHBI,Shore Bancshares,banks-regional
SHC,Sotera Health,diagnostics & research
SHCR,Sharecare,health information services
SHEN,Shenandoah Telecommunications,telecom services
SHG,Shinhan Financial Group,banks-regional
SHI,Sinopec Shanghai Petrochemical,oil & gas refining & marketing
SHIP,Seanergy Maritime Holdings,marine shipping
SHLS,Shoals Technologies Group,solar
SHLX,Shell Midstream Partners,oil & gas midstream
SHO,Sunstone Hotel Investors,reit-hotel & motel
SHOO,Steven Madden,footwear & accessories
SHOP,Shopify,software-application
SHSP,Sharpspring,software-application
SHW,Sherwin-Williams,specialty chemicals
SHYF,Shyft Group,farm & heavy construction machinery
SI,Silvergate Capital,banks-regional
SIBN,"Si-Bone, Inc.",medical devices
SIC,Select Interior Concepts,residential construction
SID,Companhia Siderurgica Nacional,steel
SIEB,Siebert Financial,capital markets
SIEN,Sientra,medical devices
SIF,Sifco Industries,aerospace & defense
SIFY,Sify Technologies,telecom services
SIG,Signet Jewelers,luxury goods
SIGA,Siga Technologies,biotechnology
SIGI,Selective Insurance Group,insurance-property & casualty
SII,Sprott,asset management
SILC,Silicom,communication equipment
SILK,Silk Road Medical,medical devices
SILV,Silvercrest Metals,other precious metals & mining
SIM,Grupo Simec,steel
SIMO,Silicon Motion Technology,semiconductors
SINO,Sino-Global Shipping America,integrated freight & logistics
SINT,Sintx Technologies,medical devices
SIOX,Sio Gene Therapies,biotechnology
SIRI,Sirius Xm,broadcasting
SITC,Site Centers,reit-retail
SITE,Siteone Landscape Supply,industrial distribution
SITM,Sitime,semiconductors
SIVB,Svb Financial Group,banks-regional
SIX,Six Flags Entertainment,leisure
SJ,Scienjoy Holding,broadcasting
SJI,South Jersey Industries,utilities-diversified
SJM,J. M. Smucker,packaged foods
SJR,Shaw Communications,telecom services
SJT,San Juan Basin Royalty Trust,oil & gas e&p
SJW,Sjw Group,utilities-regulated water
SKIL,Skillsoft,software publishers
SKIN,Beauty Health Co.,household & personal products
SKLZ,Skillz,electronic gaming & multimedia
SKM,Sk Telecom,telecom services
SKT,Tanger Factory Outlet Centers,reit-retail
SKX,Skechers Usa,footwear & accessories
SKY,Skyline Champion,residential construction
SKYA,Skydeck Acquisition,shell companies
SKYT,Skywater Technology,semiconductors
SKYW,Sky West,airlines
SLAB,Silicon Laboratories,semiconductors
SLAC,Social Leverage Acquisition I,shell companies
SLAM,Slam Corp.,blank checks / spac
SLB,Schlumberger,oil & gas equipment & services
SLCA,U.S. Silica Holdings,oil & gas equipment & services
SLCR,Silver Crest Acquisition,shell companies
SLCT,Select Bancorp,banks-regional
SLDB,Solid Biosciences,drug manufacturers-specialty & generic
SLF,Sun Life Financial,insurance-diversified
SLG,Sl Green Realty,reit-office
SLGG,Super League Gaming,electronic gaming & multimedia
SLGL,Sol-Gel Technologies,biotechnology
SLGN,Silgan Holdings,packaging & containers
SLHG,Skylight Health Group,medical care facilities
SLI,Standard Lithium,other industrial metals & mining
SLM,Slm Corporation,credit services
SLN,Silence Therapeutics,biotechnology
SLNG,Stabilis Energy,oil & gas integrated
SLNO,Soleno Therapeutics,biotechnology
SLP,Simulations Plus,health information services
SLQT,Selectquote,insurance brokers
SLRC,Slr Investment,asset management
SLRX,Salarius Pharmaceuticals,biotechnology
SLS,Sellas Life Sciences Group,biotechnology
SM,Sm Energy,oil & gas e&p
SMAR,Smartsheet,software-application
SMBC,Southern Missouri Bancorp,banks-regional
SMBK,Smartfinancial,banks-regional
SMCI,Super Micro Computer,computer hardware
SMED,Sharps Compliance,waste management
SMFG,Sumitomo Mitsui Financial Group,banks-diversified
SMFR,Sema4 Holdings,health information services
SMG,Scotts Miracle-Gro,agricultural inputs
SMHI,Seacor Marine Holdings,marine shipping
SMID,Smith-Midland,building materials
SMIH,Summit Healthcare Acquisition,shell companies
SMIT,Schmitt Industries,scientific & technical instruments
SMLP,Summit Midstream Partners,oil & gas midstream
SMMF,Summit Financial Group,banks-regional
SMMT,Summit Therapeutics,biotechnology
SMP,Standard Motor Products,auto parts
SMPL,Simply Good Foods,packaged foods
SMSI,Smith Micro Software,software-application
SMTC,Semtech,semiconductors
SMTI,Sanara Medtech,medical care facilities
SMTS,Sierra Metals,other industrial metals & mining
SMWB,Similarweb,internet content & information
SNA,Snap-On,tools & accessories
SNAP,"Snap, Inc.",internet content & information
SNAX,Stryve Foods,packaged foods
SNBR,Sleep Number,"furnishings, fixtures & appliances"
SNCR,Synchronoss Technologies,software-application
SNCY,Sun Country Airlines Holdings,airlines
SND,Smart Sand,oil & gas equipment & services
SNDL,Sundial Growers,drug manufacturers-specialty & generic
SNDR,Schneider National,trucking
SNDX,Syndax Pharmaceuticals,biotechnology
SNES,Senestech,specialty chemicals
SNEX,Stonex Group,capital markets
SNFCA,Security National Financial,credit services
SNGX,Soligenix,biotechnology
SNII,Supernova Partners Acquisition Ii,shell companies
SNMP,Sanchez Midstream Partners,oil & gas midstream
SNN,Smith & Nephew,medical devices
SNOA,Sonoma Pharmaceuticals,drug manufacturers-specialty & generic
SNOW,Snowflake,software-application
SNP,China Petroleum & Chemical,oil & gas integrated
SNPO,Snap One Holdings,electronics & computer distribution
SNPR,Tortoise Acquisition Ii,shell companies
SNPS,Synopsys,software-infrastructure
SNPX,Synaptogenix,biotechnology
SNR,New Senior Investment Group,reit-residential
SNRH,Senior Connect Acquisition I,shell companies
SNSE,Sensei Biotherapeutics,biotechnology
SNTG,Sentage Holdings,credit services
SNV,Synovus Financial,banks-regional
SNX,Synnex,information technology services
SNY,Sanofi,drug manufacturers-general
SO,Southern Company,utilities-regulated electric
SOAC,Sustainable Opportunities Acquisition,shell companies
SOFI,Sofi Technologies,shell companies
SOGO,Sogou Inc.,internet content & information
SOHO,Sotherly Hotels,reit-hotel & motel
SOHU,Sohu.Com,internet content & information
SOI,Solaris Oilfield Infrastructure,oil & gas equipment & services
SOL,Renesola,solar
SOLO,Electrameccanica Vehicles,auto manufacturers
SOLY,Soliton,medical devices
SON,Sonoco Products,packaging & containers
SONM,Sonim Technologies,communication equipment
SONN,Sonnet Biotherapeutics,biotechnology
SONO,"Sonos, Inc.",consumer electronics
SONY,Sony Group,consumer electronics
SOPH,Sophia Genetics,health information services
SOS,Sos Limited,all other nondepository credit intermediation
SP,Sp Plus,specialty business services
SPAQ,Spartan Acquisition Iii,shell companies
SPB,Spectrum Brands Holdings,household & personal products
SPCB,Supercom,security & protection services
SPCE,Virgin Galactic,aerospace & defense
SPFI,South Plains Financial,banks-regional
SPFR,Jaws Spitfire Acquisition,shell companies
SPG,Simon Property Group,reit-retail
SPGI,S&P Global,financial data & stock exchanges
SPGS,Simon Property Group Acquisition,shell companies
SPH,Suburban Propane Partners,utilities-regulated gas
SPI,Spi Energy,solar
SPIR,Spire Global,solar
SPK,Spk Acquisition,blank checks / spac
SPKB,Silver Spike Acquisition Ii,shell companies
SPLK,Splunk,software-infrastructure
SPLP,Steel Partners Holdings,conglomerates
SPNE,Seaspine Holdings,medical devices
SPNS,Sapiens International,software-application
SPNT,Siriuspoint,reinsurance carriers
SPNV,Supernova Partners Acquisition,offices of real estate agents and brokers
SPOK,Spok Holdings,telecom services
SPOT,Spotify Technology,internet content & information
SPPI,Spectrum Pharmaceuticals,biotechnology
SPR,Spirit Aerosystems,aerospace & defense
SPRB,Spruce Biosciences,biotechnology
SPRO,Spero Therapeutics,biotechnology
SPRT,"Support.Com, Inc.",software-application
SPSC,Sps Commerce,software-infrastructure
SPT,Sprout Social,software-application
SPTK,Sportstek Acquisition,shell companies
SPTN,Spartannash,food distribution
SPWH,Sportsman'S Warehouse,leisure
SPWR,Sunpower,solar
SPXC,Spx Corporation,specialty industrial machinery
SQ,Square,software-infrastructure
SQBG,Sequential Brands Group,apparel manufacturing
SQFT,Presidio Property Trust,reit-diversified
SQM,Sociedad Quimica Y Minera De Chile,chemicals
SQNS,Sequans Communications,semiconductors
SQSP,Squarespace,software-infrastructure
SQZ,Sqz Biotechnologies,biotechnology
SR,Spire,utilities-regulated gas
SRAX,"Srax, Inc.",advertising agencies
SRC,Spirit Realty Capital,reit-diversified
SRCE,1St Source,banks-regional
SRCL,Stericycle,waste management
SRDX,Surmodics,medical devices
SRE,Sempra Energy,utilities-diversified
SREV,Servicesource International,software-application
SRG,Seritage Growth Properties,reit-retail
SRGA,Surgalign Holdings,medical devices
SRI,Stoneridge,auto parts
SRL,Scully Royalty,capital markets
SRLP,Sprague Resources,oil & gas refining & marketing
SRNE,Sorrento Therapeutics,biotechnology
SRNG,Soaring Eagle Acquisition,shell companies
SRPT,Sarepta Therapeutics,biotechnology
SRRA,Sierra Oncology,biotechnology
SRRK,Scholar Rock Holding,biotechnology
SRSA,Sarissa Capital Acquisition,shell companies
SRT,Startek,specialty business services
SRTS,Sensus Healthcare,medical devices
SRZN,Surrozen,shell companies
SSAA,Science Strategic Acquisition Alpha,shell companies
SSB,South State Corporation,banks-regional
SSBI,Summit State Bank,banks-regional
SSBK,Southern States Bancshares,banks-regional
SSD,Simpson Manufacturing,building products & equipment
SSKN,Strata Skin Sciences,medical devices
SSL,Sasol,oil & gas integrated
SSNC,Ss&C Technologies,software-application
SSNT,Silversun Technologies,software-application
SSP,E.W. Scripps,broadcasting
SSRM,Ssr Mining,gold
SSSS,Suro Capital,asset management
SSTI,Shotspotter,software-application
SSTK,Shutterstock,internet content & information
SSY,Sunlink Health Systems,pharmaceutical retailers
SSYS,Stratasys,computer hardware
ST,Sensata Technologies Holding,scientific & technical instruments
STAA,Staar Surgical,medical instruments & supplies
STAF,Staffing 360 Solutions,staffing & employment services
STAG,Stag Industrial,reit-industrial
STAR,Istar Inc.,reit-diversified
STBA,S&T Bancorp,banks-regional
STC,Stewart Information Services,insurance-property & casualty
STCN,Steel Connect,integrated freight & logistics
STE,Steris,medical devices
STEM,Stem,software-infrastructure
STEP,Stepstone Group,asset management
STFC,State Auto Financial,insurance-property & casualty
STG,Sunlands Technology Group,education & training services
STGW,Stagwell,advertising agencies
STIM,Neuronetics,diagnostics & research
STKL,Sunopta,packaged foods
STKS,One Group Hospitality,restaurants
STL,Sterling Bancorp,banks-regional
STLA,Stellantis,auto manufacturers
STLD,Steel Dynamics,steel
STM,Stmicroelectronics,semiconductors
STMP,Stamps.Com,software-application
STN,Stantec,engineering & construction
STNE,Stoneco,software-application
STNG,Scorpio Tankers,oil & gas midstream
STOK,Stoke Therapeutics,biotechnology
STON,Stonemor,personal services
STOR,Store Capital,reit-diversified
STPC,Star Peak Ii,shell companies
STRA,Strategic Education,education & training services
STRE,Supernova Partners Acquisition Iii,shell companies
STRL,Sterling Construction Company,engineering & construction
STRM,Streamline Health Solutions,health information services
STRO,Sutro Biopharma,biotechnology
STRR,Star Equity Holdings,medical devices
STRS,Stratus Properties,real estate-diversified
STRT,Strattec Security,auto parts
STSA,Satsuma Pharmaceuticals,biotechnology
STT,State Street,asset management
STTK,Shattuck Labs,biotechnology
STVN,Stevanato Group,medical instruments & supplies
STWD,Starwood Property Trust,reit-mortgage
STWO,Acon S2 Acquisition,shell companies
STX,Seagate Technology,computer hardware
STXB,Spirit Of Texas Bancshares,banks-regional
STXS,Stereotaxis,medical instruments & supplies
STZ,Constellation Brands,beverages-wineries & distilleries
SU,Suncor Energy,oil & gas integrated
SUI,Sun Communities,reit-residential
SUM,Summit Materials,building materials
SUMO,Sumo Logic,software-application
SUMR,Summer Infant,household & personal products
SUN,Sunoco,oil & gas refining & marketing
SUNL,Sunlight Financial,credit card issuing
SUNS,Solar Senior Capital,asset management
SUNW,Sunworks,solar
SUP,Superior Industries International,auto parts
SUPN,Supernus Pharmaceuticals,drug manufacturers-specialty & generic
SUPV,Grupo Supervielle,banks-regional
SURF,Surface Oncology,biotechnology
SUZ,Suzano,paper & paper products
SV,Spring Valley Acquisition,shell companies
SVBI,Severn Bancorp,banks-regional
SVC,Service Properties Trust,reit-hotel & motel
SVFA,Svf Investment,shell companies
SVFB,Svf Investment 2,shell companies
SVFC,Svf Investment 3,shell companies
SVFD,Save Foods,agricultural inputs
SVM,Silvercorp Metals,silver
SVOK,Seven Oaks Acquisition,shell companies
SVRA,Savara,biotechnology
SVT,Servotronics,electrical equipment & parts
SVVC,Firsthand Technology Value Fund,securities and commodity exchanges
SWAV,Shockwave Medical,medical devices
SWBI,Smith & Wesson Brands,aerospace & defense
SWBK,Switchback Ii,shell companies
SWCH,"Switch, Inc.",information technology services
SWET,Athlon Acquisition,shell companies
SWI,Solarwinds,software-infrastructure
SWIM,Latham Group,building products & equipment
SWIR,Sierra Wireless,communication equipment
SWK,Stanley Black & Decker,tools & accessories
SWKH,Swk Holdings,asset management
SWKS,Skyworks Solutions,semiconductors
SWM,Schweitzer-Mauduit International,paper & paper products
SWN,Southwestern Energy,oil & gas e&p
SWTX,Springworks Therapeutics,biotechnology
SWX,Southwest Gas Holdings,utilities-regulated gas
SXC,Suncoke Energy,coking coal
SXI,Standex International,specialty industrial machinery
SXT,Sensient Technologies,specialty chemicals
SXTC,China Sxt Pharmaceuticals,drug manufacturers-specialty & generic
SY,So-Young International,health information services
SYBT,Stock Yards Bancorp,banks-regional
SYBX,Synlogic,biotechnology
SYF,Synchrony Financial,credit services
SYK,Stryker,medical devices
SYKE,Sykes Enterprises,information technology services
SYN,Synthetic Biologics,biotechnology
SYNA,Synaptics,semiconductors
SYNH,Syneos Health,diagnostics & research
SYNL,Synalloy,steel
SYPR,Sypris Solutions,auto parts
SYRS,Syros Pharmaceuticals,biotechnology
SYTA,Siyata Mobile,communication equipment
SYY,Sysco,food distribution
T,At&T,telecom services
TA,Travelcenters Of America,specialty retail
TAC,Transalta,utilities-independent power producers
TACA,Trepont Acquisition I,shell companies
TACO,Del Taco Restaurants,restaurants
TACT,Transact Technologies,computer hardware
TAIT,Taitron Components,electronics & computer distribution
TAK,Takeda Pharmaceutical,drug manufacturers-specialty & generic
TAL,Tal Education Group,education & training services
TALK,Talkspace,medical care facilities
TALO,Talos Energy,oil & gas e&p
TALS,Talaris Therapeutics,biotechnology
TANH,Tantech Holdings,household & personal products
TAOP,Taoping,software-infrastructure
TAP,Molson Coors,beverages-brewers
TARA,Artara Therapeutics,biotechnology
TARO,Taro Pharmaceutical Industries,drug manufacturers-specialty & generic
TARS,Tarsus Pharmaceuticals,biotechnology
TASK,Taskus,information technology services
TAST,Carrols Restaurant Group,restaurants
TATT,Tat Technologies,aerospace & defense
TAYD,Taylor Devices,specialty industrial machinery
TBBK,"The Bancorp, Inc.",banks-regional
TBCP,Thunder Bridge Capital Partners Iii,shell companies
TBI,Trueblue,staffing & employment services
TBIO,Translate Bio,biotechnology
TBK,Triumph Bancorp,banks-regional
TBLA,Taboola,internet content & information
TBLD,Thornburg Income Builder Opportunities Trust,none
TBLT,Toughbuilt Industries,tools & accessories
TBNK,Territorial Bancorp,banks-regional
TBPH,Theravance Biopharma,biotechnology
TBSA,Tb Sa Acquisition,shell companies
TC,Tuanche,internet content & information
TCAC,Tuatara Capital Acquisition,shell companies
TCBC,Tc Bancshares,banks-regional
TCBI,Texas Capital Bancshares,banks-regional
TCBK,Trico Bancshares,banks-regional
TCBS,Texas Community Bancshares,banks-regional
TCDA,Tricida,drug manufacturers-specialty & generic
TCFC,Community Financial Corporation,banks-regional
TCI,Transcontinental Realty Investors,real estate services
TCMD,Tactile Systems Technology,medical devices
TCOM,Trip.Com Group,travel services
TCON,Tracon Pharmaceuticals,biotechnology
TCPC,Blackrock Tcp Capital,asset management
TCRR,Tcr2 Therapeutics,biotechnology
TCRX,Tscan Therapeutics,biological products
TCS,Container Store Group,specialty retail
TCVA,Tcv Acquisition,shell companies
TCX,Tucows,software-infrastructure
TD,Toronto-Dominion Bank,banks-diversified
TDAC,Trident Acquisitions,shell companies
TDC,Teradata,information technology services
TDG,Transdigm Group,aerospace & defense
TDOC,Teladoc Health,health information services
TDS,Telephone & Data Systems,telecom services
TDUP,Thredup,internet retail
TDW,Tidewater,oil & gas equipment & services
TDY,Teledyne Technologies,scientific & technical instruments
TEAM,Atlassian,software-application
TECH,Bio-Techne,biotechnology
TECK,Teck Resources,other industrial metals & mining
TEDU,Tarena International,education & training services
TEF,Telefonica,telecom services
TEKK,Tekkorp Digital Acquisition,shell companies
TEL,Te Connectivity,electronic components
TELA,Tela Bio,medical devices
TELL,Tellurian,oil & gas e&p
TEN,Tenneco,auto parts
TENB,Tenable Holdings,software-infrastructure
TENX,Tenax Therapeutics,biotechnology
TEO,Telecom Argentina,telecom services
TER,Teradyne,semiconductor equipment & materials
TERN,Terns Pharmaceuticals,biotechnology
TESS,Tessco Technologies,communication equipment
TETC,Tech & Energy Transition,shell companies
TEVA,Teva Pharmaceutical,drug manufacturers-specialty & generic
TEX,Terex,farm & heavy construction machinery
TFC,Truist Financial,banks-regional
TFFP,Tff Pharmaceuticals,biotechnology
TFII,Tfi International,trucking
TFSL,Tfs Financial,banks-regional
TFX,Teleflex,medical instruments & supplies
TG,Tredegar,specialty chemicals
TGA,Transglobe Energy,oil & gas e&p
TGB,Taseko Mines,other industrial metals & mining
TGH,Textainer Group Holdings,rental & leasing services
TGI,Triumph Group,aerospace & defense
TGLS,Tecnoglass,building products & equipment
TGNA,Tegna,broadcasting
TGP,Teekay Lng Partners,oil & gas midstream
TGS,Transportadora De Gas Del Sur,oil & gas integrated
TGT,Target,discount stores
TGTX,Tg Therapeutics,biotechnology
TH,Target Hospitality,oil & gas equipment & services
THC,Tenet Healthcare,medical care facilities
THCA,Tuscan Holdings Corp. Ii,shell companies
THFF,First Financial Corporation,banks-regional
THG,Hanover Insurance Group,insurance-property & casualty
THM,International Tower Hill Mines,gold
THMA,Thimble Point Acquisition,shell companies
THMO,Thermogenesis Holdings,medical devices
THO,Thor Industries,recreational vehicles
THR,Thermon Group Holdings,specialty industrial machinery
THRM,Gentherm,auto parts
THRY,Thryv Holdings,media
THS,Treehouse Foods,packaged foods
THTX,Theratechnologies,drug manufacturers-specialty & generic
TIG,Trean Insurance Group,insurance-specialty
TIGO,Millicom International Cellular,telecom services
TIGR,Up Fintech Holding,capital markets
TIL,Instil Bio,biotechnology
TILE,Interface,"furnishings, fixtures & appliances"
TIMB,Tim S.A.,telecom services
TINV,Tiga Acquisition,shell companies
TIOA,Tio Tech A,shell companies
TIPT,Tiptree,insurance-specialty
TIRX,Tian Ruixiang Holdings,insurance brokers
TISI,"Team, Inc.",specialty business services
TITN,Titan Machinery,industrial distribution
TIXT,Telus International,software-infrastructure
TJX,Tjx Companies,apparel retail
TK,Teekay Corporation,oil & gas midstream
TKAT,Takung Art,internet retail
TKC,Turkcell,telecom services
TKNO,Alpha Teknova,drug manufacturers-specialty & generic
TKR,Timken,tools & accessories
TLC,Taiwan Liposome,biotechnology
TLGA,Tlg Acquisition One,shell companies
TLGT,Teligent,drug manufacturers-specialty & generic
TLIS,Talis Biomedical,medical devices
TLK,Telkom Indonesia,telecom services
TLMD,Soc Telemed,medical care facilities
TLRY,Tilray,drug manufacturers-specialty & generic
TLS,Telos,computer systems design services
TLSA,Tiziana Life Sciences,biotechnology
TLYS,Tilly'S,apparel retail
TM,Toyota Motor,auto manufacturers
TMAC,Music Acquisition,shell companies
TMBR,Timber Pharmaceuticals,biotechnology
TMCI,Treace Medical Concepts,medical devices
TMDI,Titan Medical,medical devices
TMDX,Transmedics Group,medical devices
TME,Tencent Music Entertainment,internet content & information
TMHC,Taylor Morrison Home,residential construction
TMKR,Tastemaker Acquisition,shell companies
TMO,Thermo Fisher Scientific,diagnostics & research
TMP,Tompkins Financial,banks-regional
TMPM,Turmeric Acquisition,shell companies
TMQ,Trilogy Metals,other industrial metals & mining
TMST,Timkensteel,steel
TMTS,Spartacus Acquisition,shell companies
TMUS,T-Mobile Us,telecom services
TMX,Terminix Global Holdings,personal services
TNC,Tennant Company,specialty industrial machinery
TNDM,Tandem Diabetes Care,medical devices
TNET,Trinet Group,staffing & employment services
TNGX,Tango Therapeutics,shell companies
TNK,Teekay Tankers,oil & gas midstream
TNL,Travel+Leisure,lodging
TNP,Tsakos Energy Navigation,oil & gas midstream
TNXP,Tonix Pharmaceuticals,biotechnology
TNYA,Tenaya Therapeutics,biotechnology
TOL,Toll Brothers,residential construction
TOMZ,Tomi Environmental Solutions,pollution & treatment controls
TOPS,Top Ships,marine shipping
TOUR,Tuniu Corporation,travel services
TOWN,Townebank,banks-regional
TPB,Turning Point Brands,tobacco
TPC,Tutor Perini,engineering & construction
TPGS,Tpg Pace Solutions,shell companies
TPGY,Tpg Pace Beneficial Finance,shell companies
TPH,Tri Pointe Group,residential construction
TPHS,Trinity Place Holdings,real estate-diversified
TPIC,Tpi Composites,specialty industrial machinery
TPL,Texas Pacific Land Trust,oil & gas e&p
TPR,Tapestry,luxury goods
TPST,Tempest Therapeutics,biotechnology
TPTX,Turning Point Therapeutics,biotechnology
TPVG,Triplepoint Venture Growth Bdc,asset management
TPX,Tempur Sealy International,"furnishings, fixtures & appliances"
TR,Tootsie Roll Industries,confectioners
TRC,Tejon Ranch,conglomerates
TRCA,Twin Ridge Capital Acquisition,blank checks / spac
TREB,Trebia Acquisition,shell companies
TREC,Trecora Resources,specialty chemicals
TREE,Lendingtree,mortgage finance
TREX,Trex Company,building products & equipment
TRGP,Targa Resources,oil & gas midstream
TRHC,Tabula Rasa Healthcare,health information services
TRI,Thomson Reuters,consulting services
TRIB,Trinity Biotech,diagnostics & research
TRIL,Trillium Therapeutics,biotechnology
TRIN,Trinity Capital,asset management
TRIP,Tripadvisor,travel services
TRIT,Triterras Fintech,information technology services
TRKA,Troika Media Group,advertising agencies
TRMB,Trimble,scientific & technical instruments
TRMD,Torm Plc,oil & gas midstream
TRMK,Trustmark,banks-regional
TRMR,Tremor International,advertising agencies
TRMT,Tremont Mortgage Trust,reit-mortgage
TRN,Trinity Industries,railroads
TRNO,Terreno Realty,reit-industrial
TRNS,Transcat,industrial distribution
TRON,Corner Growth Acquisition 2,shell companies
TROW,T. Rowe Price Group,asset management
TROX,Tronox Holdings,chemicals
TRP,Tc Energy,oil & gas midstream
TRQ,Turquoise Hill Resources,copper
TRS,Trimas Corporation,specialty industrial machinery
TRST,Trustco Bank Corp Ny,banks-regional
TRT,Trio-Tech International,semiconductor equipment & materials
TRTN,Triton International,rental & leasing services
TRTX,Tpg Re Finance Trust,reit-mortgage
TRU,Transunion,consulting services
TRUE,Truecar,internet content & information
TRUP,Trupanion,insurance-specialty
TRV,Travelers,insurance-property & casualty
TRVG,Trivago,internet content & information
TRVI,Trevi Therapeutics,biotechnology
TRVN,Trevena,biotechnology
TRX,Tanzanian Gold,gold
TS,Tenaris,oil & gas equipment & services
TSBK,Timberland Bancorp,banks-regional
TSC,Tristate Capital Holdings,banks-regional
TSCO,Tractor Supply,specialty retail
TSE,Trinseo,specialty chemicals
TSEM,Tower Semiconductor,semiconductors
TSHA,Taysha Gene Therapies,biotechnology
TSIB,Tishman Speyer Innovation Ii,shell companies
TSLA,Tesla,auto manufacturers
TSLX,Tpg Specialty Lending,asset management
TSM,Taiwan Semiconductor,semiconductors
TSN,Tyson Foods,farm products
TSP,Tusimple Holdings,trucking
TSPQ,Tcw Special Purpose Acquisition,shell companies
TSQ,Townsquare Media,advertising agencies
TSRI,"Tsr, Inc.",software-application
TT,Trane Technologies,specialty industrial machinery
